cliente_id,nome_completo,sexo,data_nascimento,idade,estado_civil,uf,cidade,renda_mensal,patrimonio_estimado,segmento,escolaridade,profissao,score_relacionamento,perfil_investidor,data_cadastro,canal_aquisicao,cliente_ativo,possui_app_ativo,aceita_ofertas_marketing
CLI004714,William Silva Silva,masculino,1975-11-18,50,viuvo,SP,Campinas,30228.08,490079.85,alta_renda,pos_graduacao,dentista,78,moderado,2020-09-28,parceria,true,true,true
CLI004715,Adriana Santos,feminino,1997-01-12,29,solteiro,SP,Sao Paulo,79936.37,4548491.08,private,pos_graduacao,medico,64,moderado,2023-05-07,digital,false,true,false
CLI004716,Joao Silva Silva,masculino,1963-12-15,62,solteiro,PR,Londrina,25686.40,346270.43,alta_renda,superior_completo,analista_financeiro,82,conservador,2021-08-08,indicacao,true,true,false
CLI004717,Larissa Santos Oliveira,feminino,1966-10-15,59,divorciado,MG,Uberlandia,42767.46,1753494.23,alta_renda,superior_completo,economista,64,conservador,2018-09-04,parceria,true,false,false
CLI004718,Beatriz Santos Silva,feminino,2000-10-19,25,solteiro,SP,Campinas,15966.35,281379.15,alta_renda,superior_completo,empresario,66,moderado,2020-04-16,indicacao,true,true,true
CLI004719,Gabriela Oliveira,feminino,1973-07-20,52,divorciado,RS,Porto Alegre,28336.29,1387239.67,alta_renda,superior_completo,administrador,72,conservador,2020-08-13,indicacao,true,false,false
CLI004720,Larissa Souza Ferreira,feminino,1978-10-22,47,viuvo,RJ,Rio de Janeiro,23215.03,634598.01,varejo,superior_completo,administrador,73,arrojado,2020-09-02,parceria,true,true,false
CLI004721,Bianca Oliveira Oliveira,feminino,1964-09-27,61,viuvo,DF,Brasilia,20007.39,611962.09,alta_renda,medio_completo,autonomo,66,conservador,2023-03-12,indicacao,true,true,false
CLI004722,Matheus Silva Oliveira,masculino,1996-06-25,29,viuvo,MG,Belo Horizonte,34321.02,859809.68,varejo,superior_completo,gerente_comercial,57,moderado,2025-11-01,parceria,true,true,true
CLI004723,Beatriz Barbosa,feminino,2003-04-03,22,viuvo,GO,Goiania,31115.07,585912.60,private,superior_completo,advogado,68,moderado,2026-02-18,digital,true,true,true
CLI004724,Rafael Gomes Gomes,masculino,2005-04-20,20,divorciado,MG,Belo Horizonte,24488.76,674965.62,alta_renda,superior_completo,administrador,66,arrojado,2025-02-04,digital,true,true,false
CLI004725,Matheus Costa,masculino,2000-02-07,26,viuvo,PA,Belem,28664.28,464218.97,varejo,superior_completo,engenheiro_de_software,37,moderado,2020-06-12,digital,false,true,false
CLI004726,Fernanda Oliveira Santos,feminino,1998-02-13,28,solteiro,RS,Porto Alegre,10806.43,103043.29,varejo,superior_completo,professor,52,moderado,2022-09-24,parceria,true,true,true
CLI004727,Daniel Lima,masculino,1968-12-10,57,viuvo,DF,Brasilia,31870.37,637309.46,alta_renda,superior_completo,arquiteto,82,conservador,2025-10-28,digital,true,true,true
CLI004728,Daniel Costa Gomes,masculino,1983-01-05,43,solteiro,BA,Salvador,3828.77,113318.42,varejo,superior_completo,administrador,61,conservador,2025-11-14,parceria,true,true,true
CLI004729,Vinicius Almeida,masculino,1983-05-03,42,casado,RJ,Rio de Janeiro,21091.42,824977.15,private,superior_completo,analista_financeiro,77,moderado,2024-02-21,digital,true,true,true
CLI004730,Claudia Moreira Oliveira,feminino,1989-04-09,36,viuvo,DF,Brasilia,24795.29,581180.21,varejo,superior_completo,administrador,55,moderado,2018-06-26,indicacao,true,true,true
CLI004731,Claudia Santos Cardoso,feminino,1994-08-17,31,casado,BA,Salvador,50986.07,1218690.76,alta_renda,pos_graduacao,consultor,76,moderado,2020-05-10,indicacao,true,true,true
CLI004732,Larissa Lima,feminino,2002-03-15,24,casado,MG,Uberlandia,34791.38,450261.43,alta_renda,pos_graduacao,dentista,65,moderado,2025-05-12,agencia,true,true,true
CLI004733,Henrique Moreira,masculino,1949-08-24,76,casado,MG,Belo Horizonte,24494.01,326615.28,varejo,medio_completo,autonomo,60,conservador,2023-07-02,digital,true,true,false
CLI004734,Daniel Almeida Almeida,masculino,1996-04-22,29,casado,MG,Belo Horizonte,8390.82,113890.57,varejo,superior_completo,professor,69,conservador,2019-09-07,parceria,true,true,false
CLI004735,Vinicius Souza,masculino,1962-06-11,63,divorciado,BA,Salvador,25195.88,1248520.96,alta_renda,superior_completo,engenheiro_de_software,77,conservador,2019-12-26,indicacao,true,false,false
CLI004736,Mariana Santos Ferreira,feminino,2001-12-28,24,casado,CE,Fortaleza,27701.93,1197676.15,alta_renda,pos_graduacao,medico,80,arrojado,2026-08-06,digital,true,true,true
CLI004737,Patricia Martins Santos,feminino,1950-07-05,75,divorciado,RJ,Rio de Janeiro,40817.40,1472887.52,alta_renda,superior_completo,empresario,59,moderado,2020-11-18,parceria,true,true,true
CLI004738,Rafael Moreira,masculino,1965-12-13,60,divorciado,RS,Porto Alegre,22002.53,708020.55,alta_renda,pos_graduacao,medico,74,moderado,2020-06-08,parceria,true,true,true
CLI004739,Pedro Oliveira Cardoso,masculino,1952-01-07,74,viuvo,SP,Sao Paulo,10793.29,106484.91,varejo,superior_completo,professor,52,conservador,2021-04-24,indicacao,true,true,true
CLI004740,Daniela Araujo,feminino,1970-03-12,56,divorciado,RJ,Rio de Janeiro,18907.19,242047.82,alta_renda,medio_completo,autonomo,67,arrojado,2019-01-19,digital,true,false,false
CLI004741,William Araujo,masculino,1962-02-19,64,divorciado,SP,Sao Paulo,7895.05,274665.60,varejo,superior_completo,administrador,59,moderado,2021-06-03,parceria,true,false,false
CLI004742,Camila Pereira,feminino,1952-10-18,73,solteiro,PR,Curitiba,11650.02,335689.31,varejo,superior_completo,professor,60,moderado,2024-01-23,parceria,true,true,true
CLI004743,Matheus Silva Lima,masculino,1968-12-19,57,viuvo,RS,Porto Alegre,26280.61,958301.56,alta_renda,superior_completo,arquiteto,43,conservador,2019-01-21,agencia,false,true,false
CLI004744,Juliana Souza Santos,feminino,1987-11-20,38,casado,SP,Sao Paulo,35417.83,723618.52,alta_renda,pos_graduacao,consultor,68,moderado,2025-12-14,digital,true,false,false
CLI004745,Felipe Almeida,masculino,1989-02-23,37,viuvo,CE,Fortaleza,34317.17,1211018.90,alta_renda,superior_completo,contador,79,moderado,2023-06-03,agencia,true,true,true
CLI004746,Bianca Ferreira Araujo,feminino,1995-10-26,30,casado,RS,Caxias do Sul,92024.66,3916664.19,private,pos_graduacao,medico,76,moderado,2025-06-20,digital,true,true,true
CLI004747,Claudia Silva Nascimento,feminino,1950-04-27,75,solteiro,RS,Porto Alegre,33527.29,488713.67,alta_renda,superior_completo,advogado,80,moderado,2026-07-18,digital,true,true,false
CLI004748,Daniela Ferreira,feminino,1991-07-04,34,divorciado,GO,Goiania,4319.51,166008.19,empreendedor,superior_completo,designer,50,moderado,2019-10-26,agencia,true,true,true
CLI004749,Carlos Ribeiro Costa,masculino,1987-11-27,38,casado,MG,Belo Horizonte,27294.33,709976.47,alta_renda,superior_completo,analista_financeiro,79,conservador,2026-11-25,agencia,true,true,true
CLI004750,Thiago Ferreira Nascimento,masculino,1989-01-15,37,viuvo,PE,Recife,44903.14,1244197.40,alta_renda,superior_completo,arquiteto,68,conservador,2024-07-09,agencia,true,true,true
CLI004751,Gabriela Pereira,feminino,1972-01-27,54,viuvo,GO,Goiania,7644.03,278737.80,varejo,superior_completo,empresario,69,conservador,2023-11-19,parceria,true,true,true
CLI004752,Beatriz Teixeira,feminino,1970-10-14,55,viuvo,RJ,Rio de Janeiro,26082.10,819627.84,alta_renda,superior_completo,economista,70,conservador,2019-12-15,parceria,true,true,false
CLI004753,William Pereira,masculino,1959-06-15,66,casado,MG,Belo Horizonte,30909.91,767034.12,alta_renda,superior_completo,designer,65,moderado,2026-09-16,digital,true,true,false
CLI004754,Leonardo Silva,masculino,1949-02-03,77,casado,SP,Sao Paulo,10220.89,193857.14,varejo,superior_completo,professor,65,conservador,2020-04-11,digital,true,true,false
CLI004755,Thiago Araujo,masculino,1980-08-08,45,solteiro,PE,Recife,12354.89,187215.84,varejo,pos_graduacao,medico,61,conservador,2024-09-08,digital,true,true,true
CLI004756,Beatriz Ribeiro Silva,feminino,1955-11-15,70,solteiro,SC,Florianopolis,4076.24,104272.38,varejo,superior_completo,administrador,50,moderado,2026-07-18,digital,true,true,true
CLI004757,Fernanda Teixeira,feminino,1996-07-23,29,casado,PR,Londrina,45361.18,1186637.70,alta_renda,superior_completo,arquiteto,75,arrojado,2018-03-26,digital,true,true,true
CLI004758,Rafaela Silva Silva,feminino,1994-01-11,32,casado,MG,Belo Horizonte,8023.64,99955.89,varejo,superior_completo,administrador,40,conservador,2018-02-23,agencia,false,true,false
CLI004759,Adriana Carvalho,feminino,1963-11-25,62,viuvo,PE,Recife,42817.50,970181.36,alta_renda,superior_completo,gerente_comercial,60,conservador,2020-11-20,parceria,true,true,true
CLI004760,Vinicius Souza Souza,masculino,1982-04-16,43,divorciado,MG,Uberlandia,23618.03,293543.28,alta_renda,superior_completo,professor,69,moderado,2020-05-05,parceria,true,true,true
CLI004761,Bianca Ribeiro,feminino,1984-07-16,41,casado,SC,Florianopolis,11616.10,339955.89,alta_renda,superior_completo,empresario,58,moderado,2022-03-09,parceria,true,false,false
CLI004762,Rafaela Barbosa,feminino,1998-11-08,27,divorciado,SC,Florianopolis,36927.11,1242575.23,alta_renda,pos_graduacao,consultor,64,moderado,2025-02-02,digital,false,true,false
CLI004763,Marcelo Santos,masculino,1955-02-22,71,solteiro,CE,Fortaleza,31882.50,977267.11,alta_renda,pos_graduacao,dentista,80,moderado,2020-04-08,agencia,true,true,false
CLI004764,Adriana Pereira,feminino,1969-08-11,56,casado,SP,Sao Paulo,25647.41,702245.51,private,superior_completo,arquiteto,70,conservador,2020-02-20,indicacao,true,true,true
CLI004765,Fernanda Lima,feminino,1966-06-18,59,divorciado,SC,Florianopolis,5066.42,99040.64,varejo,medio_completo,autonomo,53,conservador,2024-05-02,agencia,true,true,true
CLI004766,Daniel Teixeira Santos,masculino,1979-07-07,46,divorciado,GO,Goiania,41707.15,628443.05,alta_renda,superior_completo,advogado,69,conservador,2024-05-08,digital,true,true,true
CLI004767,Joao Pereira Souza,masculino,1972-05-11,53,viuvo,RS,Caxias do Sul,48041.46,1894074.97,alta_renda,superior_completo,arquiteto,64,moderado,2026-04-07,digital,true,true,true
CLI004768,Mariana Oliveira,feminino,1965-10-13,60,casado,BA,Salvador,43873.03,1028089.55,alta_renda,superior_completo,economista,70,conservador,2025-02-04,agencia,true,true,false
CLI004769,Joao Lima,masculino,1958-06-03,67,viuvo,PR,Curitiba,20935.20,734014.09,alta_renda,superior_completo,designer,67,moderado,2018-03-20,digital,true,false,false
CLI004770,Leonardo Teixeira,masculino,1974-08-24,51,casado,SP,Campinas,3139.26,27827.67,varejo,medio_completo,autonomo,49,conservador,2021-01-06,agencia,true,true,false
CLI004771,Joao Oliveira Souza,masculino,1977-10-25,48,viuvo,SP,Santos,12198.79,427149.12,alta_renda,superior_completo,designer,61,arrojado,2021-02-22,agencia,true,true,true
CLI004772,Felipe Souza Santos,masculino,1956-09-13,69,divorciado,PA,Belem,21596.12,803592.99,varejo,superior_completo,professor,66,conservador,2026-06-25,agencia,true,true,true
CLI004773,Claudia Almeida,feminino,1953-03-03,73,casado,RJ,Niteroi,22600.02,291868.64,alta_renda,superior_completo,contador,58,conservador,2022-07-14,indicacao,true,false,false
CLI004774,Carlos Pereira,masculino,1964-08-22,61,divorciado,SC,Florianopolis,26751.28,603611.14,alta_renda,superior_completo,designer,59,conservador,2018-02-11,digital,true,true,false
CLI004775,Henrique Santos,masculino,1970-10-25,55,casado,RS,Caxias do Sul,20587.39,460668.41,alta_renda,superior_completo,professor,81,moderado,2020-04-07,indicacao,true,true,true
CLI004776,Rafael Santos,masculino,1971-04-14,54,viuvo,RS,Porto Alegre,9507.72,239795.11,varejo,superior_completo,professor,60,conservador,2023-10-24,agencia,true,true,true
CLI004777,William Gomes,masculino,2001-07-21,24,solteiro,CE,Fortaleza,21707.24,862099.17,varejo,superior_completo,advogado,68,moderado,2023-06-13,agencia,true,true,true
CLI004778,Fernanda Silva Souza,feminino,1966-12-18,59,casado,PE,Recife,42108.71,854859.48,alta_renda,superior_completo,gerente_comercial,82,arrojado,2023-07-12,indicacao,true,true,true
CLI004779,Daniela Pereira,feminino,1951-02-23,75,casado,BA,Salvador,41560.47,1471834.91,alta_renda,superior_completo,economista,77,moderado,2020-06-02,digital,true,false,false
CLI004780,Henrique Martins,masculino,2004-04-28,21,viuvo,RS,Porto Alegre,22358.43,236383.12,alta_renda,medio_completo,autonomo,81,moderado,2024-05-09,parceria,true,true,true
CLI004781,Juliana Araujo Ferreira,feminino,2001-06-10,24,solteiro,RS,Porto Alegre,40934.01,676621.23,alta_renda,superior_completo,empresario,70,arrojado,2021-03-09,agencia,true,true,true
CLI004782,Rafael Teixeira,masculino,1963-05-26,62,casado,SP,Sao Paulo,50681.37,1168476.45,alta_renda,pos_graduacao,consultor,75,conservador,2026-01-02,parceria,true,true,true
CLI004783,Carlos Silva,masculino,1956-03-19,70,solteiro,GO,Goiania,41358.40,1412292.89,alta_renda,superior_completo,administrador,57,moderado,2021-10-26,digital,true,false,false
CLI004784,Gustavo Almeida,masculino,1992-12-15,33,casado,BA,Feira de Santana,7416.03,241017.04,varejo,superior_completo,arquiteto,54,moderado,2026-01-05,indicacao,true,true,true
CLI004785,Beatriz Gomes,feminino,1949-10-18,76,divorciado,BA,Salvador,36113.38,549144.63,alta_renda,superior_completo,gerente_comercial,67,conservador,2022-04-13,digital,true,true,false
CLI004786,Marcelo Araujo Almeida,masculino,1988-08-19,37,viuvo,RS,Porto Alegre,20057.01,554361.12,varejo,superior_completo,administrador,64,arrojado,2025-10-14,parceria,true,true,true
CLI004787,Matheus Barbosa,masculino,1990-07-05,35,solteiro,BA,Salvador,26031.49,804879.93,alta_renda,medio_completo,autonomo,64,arrojado,2025-05-16,indicacao,true,true,false
CLI004788,Daniela Oliveira Silva,feminino,1961-01-16,65,viuvo,RS,Porto Alegre,21239.35,266717.57,alta_renda,medio_completo,autonomo,61,conservador,2022-10-18,indicacao,true,false,false
CLI004789,Pedro Lima,masculino,1953-05-19,72,solteiro,PR,Curitiba,20307.53,546082.48,alta_renda,superior_completo,contador,56,conservador,2021-10-19,agencia,true,false,false
CLI004790,Vinicius Gomes,masculino,1957-06-22,68,casado,RS,Porto Alegre,22566.27,346084.25,alta_renda,superior_completo,analista_financeiro,35,conservador,2024-09-14,agencia,false,false,false
CLI004791,Claudia Lima,feminino,1953-09-18,72,divorciado,BA,Salvador,38014.95,1214768.58,alta_renda,superior_completo,empresario,63,conservador,2019-05-17,indicacao,true,true,false
CLI004792,Leonardo Ferreira,masculino,1948-05-17,77,solteiro,PR,Curitiba,24460.77,1026601.41,alta_renda,superior_completo,gerente_comercial,60,moderado,2020-10-26,parceria,true,true,false
CLI004793,Felipe Costa Ferreira,masculino,1951-10-23,74,viuvo,SP,Sao Paulo,8073.03,146282.68,varejo,superior_completo,engenheiro_de_software,55,conservador,2020-04-26,parceria,true,false,false
CLI004794,Bianca Gomes Costa,feminino,1960-10-23,65,solteiro,DF,Brasilia,23268.50,335423.94,varejo,pos_graduacao,consultor,48,conservador,2018-08-25,digital,true,false,false
CLI004795,Rafael Pereira,masculino,1949-08-06,76,viuvo,DF,Brasilia,33369.30,1116456.37,alta_renda,superior_completo,economista,71,conservador,2024-02-09,indicacao,true,false,false
CLI004796,Joao Gomes Nascimento,masculino,1972-08-27,53,solteiro,RS,Caxias do Sul,7909.16,202365.97,alta_renda,superior_completo,engenheiro_de_software,59,arrojado,2025-08-06,parceria,true,true,true
CLI004797,Vanessa Almeida Santos,feminino,1995-03-19,31,viuvo,SP,Sao Paulo,13027.37,106155.19,varejo,superior_completo,analista_financeiro,63,moderado,2020-09-02,indicacao,true,true,true
CLI004798,Vanessa Silva,feminino,2002-07-16,23,divorciado,SP,Sao Paulo,5374.99,151774.05,alta_renda,superior_completo,professor,71,moderado,2022-09-28,digital,true,true,true
CLI004799,Thiago Souza Oliveira,masculino,1998-07-21,27,casado,PR,Curitiba,12678.87,250588.68,alta_renda,superior_completo,professor,44,moderado,2025-10-26,digital,false,true,false
CLI004800,Henrique Nascimento,masculino,1973-11-28,52,solteiro,RJ,Rio de Janeiro,37835.28,650879.49,alta_renda,superior_completo,engenheiro_de_software,81,moderado,2019-01-23,digital,true,true,false
CLI004801,Adriana Lima,feminino,1980-07-22,45,casado,SC,Florianopolis,9635.68,213417.01,alta_renda,superior_completo,administrador,59,conservador,2022-04-09,parceria,true,true,true
CLI004802,Larissa Lima Ribeiro,feminino,1960-11-21,65,viuvo,AM,Manaus,80710.94,5586964.41,private,superior_completo,empresario,70,moderado,2023-04-06,parceria,false,true,false
CLI004803,Carlos Barbosa Gomes,masculino,1957-12-01,68,divorciado,MG,Uberlandia,42643.36,1276950.18,alta_renda,superior_completo,gerente_comercial,72,conservador,2023-11-18,digital,true,false,false
CLI004804,Eduardo Oliveira,masculino,1994-06-25,31,casado,MG,Belo Horizonte,34509.89,976685.83,alta_renda,superior_completo,gerente_comercial,76,moderado,2022-05-22,digital,true,true,true
CLI004805,Mariana Nascimento Silva,feminino,1955-04-23,70,casado,MG,Belo Horizonte,9339.70,264214.45,varejo,superior_completo,professor,62,conservador,2019-08-10,agencia,true,false,false
CLI004806,Claudia Ribeiro Oliveira,feminino,2004-01-20,22,solteiro,DF,Brasilia,25228.60,498816.27,alta_renda,pos_graduacao,consultor,56,arrojado,2018-10-08,digital,false,true,false
CLI004807,Patricia Araujo Moreira,feminino,1981-10-18,44,solteiro,PR,Londrina,18360.65,862547.55,alta_renda,medio_completo,autonomo,76,conservador,2023-05-15,agencia,true,false,false
CLI004808,Rafael Rodrigues,masculino,1954-07-02,71,viuvo,PR,Curitiba,38604.39,891985.51,alta_renda,superior_completo,engenheiro_de_software,66,conservador,2022-08-13,digital,true,false,false
CLI004809,Daniela Costa,feminino,1992-05-11,33,divorciado,SP,Santos,6858.97,232159.66,empreendedor,superior_completo,administrador,53,moderado,2025-08-06,digital,true,false,false
CLI004810,Daniel Oliveira,masculino,1956-08-26,69,viuvo,RJ,Rio de Janeiro,14936.31,346611.09,private,superior_completo,designer,91,moderado,2024-09-05,digital,true,true,true
CLI004811,Leonardo Pereira Teixeira,masculino,1981-10-12,44,solteiro,SP,Sao Paulo,27461.53,1511202.18,alta_renda,superior_completo,contador,77,moderado,2024-10-18,indicacao,true,false,false
CLI004812,Henrique Santos,masculino,1955-08-13,70,viuvo,BA,Salvador,14350.88,296916.49,varejo,superior_completo,contador,54,conservador,2026-12-23,agencia,true,true,false
CLI004813,Thiago Silva Lima,masculino,1960-05-24,65,solteiro,BA,Salvador,76270.96,5241072.69,private,superior_completo,empresario,79,moderado,2019-12-26,parceria,true,true,true
CLI004814,Rafael Costa,masculino,1995-03-22,31,divorciado,PR,Londrina,7620.52,129444.10,varejo,superior_completo,advogado,49,conservador,2023-02-26,agencia,true,true,true
CLI004815,Matheus Carvalho Oliveira,masculino,1986-07-07,39,viuvo,BA,Salvador,37396.33,935435.68,alta_renda,pos_graduacao,dentista,67,conservador,2025-04-01,indicacao,true,true,false
CLI004816,Matheus Costa Oliveira,masculino,1981-07-06,44,casado,PR,Curitiba,13256.34,371337.00,alta_renda,superior_completo,analista_financeiro,62,conservador,2023-02-22,digital,true,true,true
CLI004817,Joao Silva Rodrigues,masculino,1995-12-25,30,casado,RJ,Rio de Janeiro,24241.24,362673.98,alta_renda,superior_completo,administrador,61,moderado,2021-05-07,digital,true,true,true
CLI004818,Thiago Araujo Silva,masculino,1969-01-24,57,solteiro,MG,Belo Horizonte,30963.34,1232267.86,varejo,pos_graduacao,consultor,58,conservador,2018-12-25,parceria,true,true,false
CLI004819,Vinicius Pereira,masculino,1958-03-19,68,casado,RJ,Niteroi,17758.19,546019.25,alta_renda,superior_completo,administrador,62,conservador,2023-03-08,agencia,true,true,true
CLI004820,Rafaela Souza Nascimento,feminino,1996-11-10,29,viuvo,BA,Salvador,13767.96,632689.99,alta_renda,pos_graduacao,medico,83,moderado,2018-08-08,parceria,true,true,true
CLI004821,Larissa Oliveira Pereira,feminino,1977-09-02,48,divorciado,SP,Santos,30867.49,1259394.02,alta_renda,superior_completo,analista_financeiro,65,conservador,2023-04-04,indicacao,true,true,false
CLI004822,Gabriela Santos Ferreira,feminino,1952-01-02,74,divorciado,SC,Florianopolis,96551.95,3439417.06,private,pos_graduacao,medico,78,moderado,2018-10-14,indicacao,true,false,false
CLI004823,Patricia Araujo Santos,feminino,1989-01-05,37,divorciado,SP,Sao Paulo,20581.08,362924.47,varejo,superior_completo,contador,53,moderado,2025-01-09,agencia,true,true,true
CLI004824,Patricia Carvalho Ferreira,feminino,1959-12-03,66,viuvo,MG,Uberlandia,6028.27,139736.75,alta_renda,superior_completo,gerente_comercial,77,conservador,2018-04-28,parceria,true,false,false
CLI004825,Marcelo Oliveira,masculino,1993-07-11,32,casado,RS,Caxias do Sul,105312.42,3621387.28,private,pos_graduacao,medico,91,arrojado,2024-12-16,indicacao,true,true,true
CLI004826,Larissa Pereira,feminino,1977-08-19,48,divorciado,RJ,Rio de Janeiro,37601.25,1159632.57,alta_renda,pos_graduacao,dentista,77,conservador,2019-04-23,digital,true,true,true
CLI004827,William Costa Carvalho,masculino,1959-10-09,66,divorciado,SC,Florianopolis,12578.10,244287.77,varejo,superior_completo,designer,54,conservador,2026-10-07,digital,true,false,false
CLI004828,Gustavo Santos Gomes,masculino,1965-08-21,60,casado,GO,Goiania,21469.37,682099.67,varejo,superior_completo,engenheiro_de_software,38,conservador,2021-09-08,agencia,false,false,false
CLI004829,Larissa Rodrigues Costa,feminino,1996-11-07,29,casado,RJ,Rio de Janeiro,3309.18,68251.54,varejo,superior_completo,analista_financeiro,37,arrojado,2022-07-13,indicacao,false,true,false
CLI004830,Matheus Santos Lima,masculino,1948-01-21,78,solteiro,AM,Manaus,19622.06,329983.86,alta_renda,medio_completo,autonomo,75,moderado,2019-01-19,parceria,true,true,false
CLI004831,Carlos Costa Souza,masculino,1949-06-25,76,casado,BA,Salvador,44220.13,2332077.06,alta_renda,pos_graduacao,consultor,77,moderado,2021-08-13,agencia,true,true,false
CLI004832,Henrique Pereira Oliveira,masculino,1997-02-10,29,divorciado,SP,Sao Paulo,32560.68,966808.80,alta_renda,superior_completo,analista_financeiro,82,moderado,2024-08-28,digital,true,true,true
CLI004833,Marcelo Costa Moreira,masculino,1978-09-12,47,divorciado,PR,Londrina,14593.83,224371.98,alta_renda,superior_completo,economista,68,moderado,2025-08-03,agencia,true,true,true
CLI004834,Vinicius Rodrigues Pereira,masculino,1992-09-17,33,divorciado,AM,Manaus,32497.50,1750490.42,alta_renda,superior_completo,analista_financeiro,61,conservador,2018-06-02,agencia,true,true,true
CLI004835,Eduardo Gomes Cardoso,masculino,1951-03-24,75,casado,MG,Belo Horizonte,16168.76,822931.12,alta_renda,pos_graduacao,medico,71,conservador,2020-12-07,agencia,true,false,false
CLI004836,Felipe Rodrigues,masculino,1956-10-21,69,casado,PE,Recife,25544.68,336340.51,alta_renda,pos_graduacao,medico,62,conservador,2026-04-28,agencia,true,false,false
CLI004837,Vanessa Teixeira,feminino,1953-11-14,72,viuvo,PR,Curitiba,6159.44,193731.84,varejo,superior_completo,professor,66,conservador,2018-01-05,digital,true,false,false
CLI004838,Thiago Almeida Teixeira,masculino,1963-03-11,63,viuvo,SP,Sao Paulo,34415.42,1655649.98,alta_renda,superior_completo,economista,70,conservador,2020-08-17,indicacao,true,false,false
CLI004839,Henrique Silva Moreira,masculino,1989-10-28,36,casado,AM,Manaus,41499.89,1238008.75,alta_renda,superior_completo,administrador,80,arrojado,2019-01-23,indicacao,true,true,true
CLI004840,Gustavo Silva,masculino,1988-05-14,37,solteiro,SP,Campinas,23805.78,718470.69,varejo,superior_completo,analista_financeiro,36,moderado,2026-08-12,indicacao,false,true,false
CLI004841,Felipe Oliveira Oliveira,masculino,1994-05-06,31,viuvo,SC,Florianopolis,6291.97,198546.69,varejo,superior_completo,contador,67,arrojado,2024-10-19,digital,true,true,true
CLI004842,William Almeida Lima,masculino,1993-07-19,32,divorciado,SP,Sao Paulo,25342.68,1088078.27,alta_renda,superior_completo,analista_financeiro,62,arrojado,2023-08-05,indicacao,true,true,false
CLI004843,Mariana Martins,feminino,1970-02-07,56,solteiro,PR,Curitiba,32511.36,817212.02,varejo,superior_completo,economista,70,moderado,2020-05-23,parceria,true,true,true
CLI004844,Rafael Rodrigues Pereira,masculino,1949-12-27,76,viuvo,PE,Recife,35923.52,1764317.98,alta_renda,superior_completo,advogado,59,conservador,2019-03-23,agencia,true,true,false
CLI004845,Daniel Nascimento Souza,masculino,1988-09-06,37,divorciado,BA,Salvador,20419.54,564116.10,alta_renda,pos_graduacao,consultor,79,conservador,2026-12-09,parceria,true,true,true
CLI004846,Adriana Silva Rodrigues,feminino,1983-07-14,42,divorciado,RJ,Rio de Janeiro,53468.76,1256817.68,alta_renda,pos_graduacao,dentista,36,conservador,2025-12-17,indicacao,false,false,false
CLI004847,Joao Cardoso Araujo,masculino,1958-08-25,67,viuvo,SP,Campinas,24982.20,969606.96,alta_renda,superior_completo,empresario,64,moderado,2025-10-25,digital,true,true,true
CLI004848,Vinicius Santos Oliveira,masculino,1965-07-13,60,divorciado,PR,Curitiba,23168.15,449044.84,alta_renda,superior_completo,arquiteto,70,conservador,2023-09-06,parceria,true,true,true
CLI004849,Gustavo Pereira Oliveira,masculino,1993-12-27,32,casado,PR,Londrina,46891.64,574910.53,varejo,pos_graduacao,medico,61,arrojado,2023-12-15,parceria,true,false,false
CLI004850,Patricia Rodrigues Souza,feminino,1983-07-02,42,solteiro,DF,Brasilia,26749.38,1537858.41,alta_renda,superior_completo,empresario,47,conservador,2020-02-10,parceria,false,true,false
CLI004851,Felipe Oliveira Teixeira,masculino,1971-12-13,54,divorciado,GO,Goiania,20273.82,714311.36,varejo,superior_completo,professor,45,conservador,2021-09-20,parceria,true,false,false
CLI004852,Larissa Moreira,feminino,1966-11-19,59,solteiro,MG,Belo Horizonte,14094.71,574003.12,alta_renda,superior_completo,empresario,64,conservador,2020-01-18,agencia,true,true,false
CLI004853,Henrique Araujo Santos,masculino,1974-04-28,51,viuvo,RJ,Niteroi,4536.97,160856.14,varejo,pos_graduacao,consultor,50,moderado,2025-12-23,indicacao,true,true,false
CLI004854,Beatriz Costa,feminino,1958-05-16,67,solteiro,RJ,Niteroi,6076.50,195331.31,empreendedor,pos_graduacao,dentista,54,conservador,2023-01-11,indicacao,true,false,false
CLI004855,Bianca Pereira,feminino,1969-05-02,56,solteiro,DF,Brasilia,58001.37,1407058.64,alta_renda,pos_graduacao,medico,81,conservador,2020-05-18,agencia,true,true,true
CLI004856,Beatriz Souza Ferreira,feminino,1951-09-08,74,solteiro,RJ,Niteroi,35471.04,903685.46,alta_renda,medio_completo,autonomo,57,conservador,2018-09-09,digital,true,false,false
CLI004857,Rafaela Araujo,feminino,1963-09-25,62,casado,BA,Salvador,7503.66,244974.23,varejo,medio_completo,autonomo,73,conservador,2024-08-23,indicacao,true,true,true
CLI004858,Leonardo Santos,masculino,1949-11-09,76,solteiro,SP,Sao Paulo,10072.38,348611.05,empreendedor,superior_completo,economista,69,conservador,2024-01-08,parceria,true,true,true
CLI004859,Fernanda Santos Santos,feminino,2004-04-02,21,viuvo,BA,Salvador,10351.51,266952.02,varejo,pos_graduacao,consultor,58,moderado,2018-11-17,parceria,true,true,true
CLI004860,Rafaela Silva Nascimento,feminino,1970-01-09,56,solteiro,RJ,Rio de Janeiro,31053.11,1218334.64,alta_renda,superior_completo,analista_financeiro,64,arrojado,2023-11-13,parceria,true,false,false
